user_id,login_time,login_success,device_type,ip_address,geo_location,is_malicious
5120,0.24779212270493353,0,unknown,172.16.0.155,US,0.0
2269,1.4081032572808359,1,mobile,10.0.64.84,US,0.0
7763,2.232938229086057,1,desktop,192.168.1.77,US,0.0
9173,1.0323406918840172,0,desktop,10.0.141.104,ASIA,0.0
8154,0.266241173020886,0,mobile,10.0.38.55,OTHER,1.0
2549,1.0117675328781615,1,mobile,172.16.0.68,US,0.0
8122,1.6054776217108664,1,tablet,172.16.0.207,US,0.0
9775,1.827160741975488,0,desktop,10.0.192.226,EU,0.0
1161,1.3680224579815468,1,mobile,10.0.109.129,US,0.0
1310,2.713017417714186,1,desktop,10.0.202.67,US,0.0
7525,0.40551568997696325,1,mobile,192.168.1.205,US,0.0
7060,0.7780651732061644,1,mobile,192.168.1.164,US,0.0
5476,2.241102751434618,1,desktop,10.0.245.46,EU,0.0
4922,1.0437752988140812,1,desktop,192.168.1.23,EU,0.0
7474,0.4786440579195352,0,desktop,10.0.153.52,ASIA,0.0
8102,1.5974530605641801,1,unknown,172.16.0.34,EU,0.0
6366,0.22604532683407372,1,desktop,192.168.1.182,US,0.0
5647,1.7600283666738539,0,mobile,172.16.0.201,US,0.0
4373,2.046160962006893,0,mobile,172.16.0.90,US,0.0
6621,0.8713554270930772,0,desktop,10.0.231.83,EU,0.0
2460,1.7961423548321236,1,mobile,172.16.0.115,US,0.0
8151,0.5806115667290374,1,mobile,192.168.1.225,ASIA,0.0
3717,0.48958935485479044,0,desktop,10.0.40.201,ASIA,1.0
5904,0.20494848396138687,1,mobile,10.0.47.222,US,0.0
1166,0.845039182720624,1,mobile,172.16.0.57,US,0.0
8542,0.7562833881385054,0,mobile,10.0.19.230,OTHER,1.0
6104,0.8296184748553042,0,mobile,10.0.26.21,ASIA,1.0
3679,1.4158100829292835,1,tablet,192.168.1.89,US,0.0
3972,1.3924728117862977,1,tablet,10.0.171.33,ASIA,0.0
6059,1.7402927007773275,1,unknown,172.16.0.21,US,0.0
8002,0.967764478885991,1,mobile,192.168.1.125,EU,0.0
7035,1.7916415985467415,1,mobile,192.168.1.143,US,0.0
6663,0.05094250334102645,1,tablet,172.16.0.31,US,0.0
7261,0.38686067807556074,1,mobile,10.0.30.183,ASIA,1.0
7815,1.077087297108969,1,tablet,192.168.1.63,EU,0.0
2856,1.7055715170049979,1,desktop,10.0.160.193,EU,0.0
5729,1.182644309845604,1,tablet,10.0.169.206,US,0.0
2893,1.7362992574985654,0,desktop,10.0.10.6,EU,0.0
6162,0.6717845763311507,0,mobile,172.16.0.132,EU,0.0
6203,0.2930312676856451,1,tablet,10.0.105.85,US,0.0
7115,0.7513044262492116,1,desktop,10.0.85.159,US,0.0
4155,1.1842928164357596,1,mobile,192.168.1.222,ASIA,0.0
4696,0.16302831818772157,0,mobile,10.0.36.26,OTHER,1.0
2970,0.09183082419678473,0,desktop,10.0.46.6,ASIA,1.0
3811,0.3752595537902533,0,unknown,10.0.25.223,ASIA,1.0
5976,0.5432906204100301,1,mobile,192.168.1.57,OTHER,0.0
2120,0.5010592156600384,0,desktop,10.0.42.112,OTHER,1.0
7578,0.8864131953809409,1,desktop,192.168.1.70,EU,0.0
7681,0.5718242259699803,1,desktop,192.168.1.181,US,0.0
5142,0.4760634089653896,1,mobile,10.0.127.142,US,0.0
4765,0.868960453759362,0,desktop,10.0.63.25,US,0.0
4186,0.7672177112508004,1,mobile,172.16.0.111,US,0.0
1539,0.4322199802214216,1,tablet,10.0.175.22,ASIA,0.0
9033,0.3740534400173176,0,mobile,10.0.29.78,OTHER,1.0
1478,1.346711037858632,0,unknown,172.16.0.117,US,0.0
3371,1.3851188277313833,1,mobile,192.168.1.3,ASIA,0.0
8311,2.3220330944164225,0,mobile,10.0.157.31,US,0.0
1147,1.029853274618829,1,desktop,192.168.1.206,EU,0.0
9671,1.192784291052892,1,desktop,192.168.1.231,EU,0.0
9767,1.8750228358491994,1,desktop,192.168.1.44,OTHER,0.0
3594,2.026056452372164,1,mobile,172.16.0.110,EU,0.0
9503,1.5320771171745104,0,desktop,172.16.0.137,EU,0.0
9321,0.6674754672557482,1,mobile,192.168.1.71,US,0.0
4775,1.830805763192666,1,tablet,10.0.32.235,US,0.0
5917,0.34849986550462664,0,mobile,10.0.17.2,ASIA,1.0
2230,1.1558739159344238,1,desktop,172.16.0.60,US,0.0
4695,1.025077917004111,1,mobile,10.0.83.93,OTHER,0.0
8547,1.0690897327660862,1,tablet,192.168.1.148,US,0.0
5979,1.46605942089136,1,mobile,172.16.0.251,EU,0.0
5458,0.5395431581095328,0,mobile,10.0.15.1,EU,1.0
1552,1.2361090924970097,1,tablet,192.168.1.77,EU,0.0
9453,0.6185695780293726,1,desktop,10.0.82.178,US,0.0
1022,1.4054140332465022,1,desktop,10.0.44.77,US,0.0
7257,0.92908089304539,1,desktop,192.168.1.159,US,0.0
8082,0.31526611592766585,0,desktop,10.0.32.184,ASIA,1.0
9238,1.4271127814740265,1,desktop,172.16.0.94,ASIA,0.0
7272,1.2298195915492782,1,mobile,172.16.0.135,US,0.0
5107,1.5358339119412985,1,mobile,10.0.33.24,US,0.0
4384,0.09263987310083366,1,unknown,10.0.44.165,EU,1.0
6753,1.199944760863131,1,desktop,192.168.1.66,EU,0.0
5316,1.5743057655378152,1,mobile,10.0.17.198,US,0.0
5330,0.10098643852474787,0,mobile,10.0.34.248,OTHER,1.0
5458,1.0898316779508865,1,desktop,192.168.1.100,OTHER,0.0
2809,0.9088071979872561,1,tablet,172.16.0.197,EU,0.0
6122,1.5576604525076254,1,mobile,172.16.0.242,US,0.0
2776,0.19059174185252445,0,mobile,10.0.49.187,OTHER,1.0
3278,1.6873029594686846,1,mobile,10.0.80.194,US,0.0
9026,0.55103521582808,0,mobile,10.0.41.161,OTHER,1.0
9134,0.6148299958340614,0,mobile,10.0.28.154,OTHER,1.0
7638,0.21268616690946957,0,unknown,10.0.8.181,EU,1.0
9907,0.11506835257372572,0,mobile,10.0.43.12,EU,1.0
1141,0.7564522526948682,1,desktop,10.0.148.214,US,0.0
6797,1.2128588102916376,1,desktop,192.168.1.62,EU,0.0
5042,0.9953973435328985,1,tablet,192.168.1.121,US,0.0
2098,0.9238187916895605,1,unknown,172.16.0.55,ASIA,0.0
2651,1.1598806591049897,1,desktop,172.16.0.130,US,0.0
1867,1.4483258972305664,1,desktop,10.0.212.192,US,0.0
4223,0.9842636671893317,1,tablet,10.0.62.2,EU,0.0
6919,1.1200606853138302,0,mobile,10.0.1.13,ASIA,1.0
5994,0.6697606779052264,1,unknown,172.16.0.186,ASIA,0.0
8357,0.9409428803068626,0,mobile,10.0.29.231,US,0.0
6565,0.8132672066890727,1,mobile,10.0.187.194,EU,0.0
8830,0.6974790566065884,1,mobile,192.168.1.182,US,0.0
8269,1.422941830033263,1,desktop,172.16.0.73,OTHER,0.0
6097,0.2011514205256112,1,mobile,192.168.1.127,EU,0.0
9666,0.3217507304653248,0,tablet,10.0.166.99,EU,0.0
1670,1.0656564512436197,1,unknown,172.16.0.149,US,0.0
2773,0.7742398148046253,0,mobile,10.0.35.55,ASIA,1.0
6242,0.5957770322270952,1,desktop,172.16.0.100,US,0.0
2842,1.5672750466158112,1,desktop,10.0.31.105,ASIA,0.0
9226,0.38559927754292606,0,unknown,10.0.45.174,EU,1.0
8537,2.5515951823512784,1,unknown,10.0.50.103,US,0.0
9711,0.1963861115425379,0,mobile,10.0.31.121,EU,1.0
2124,2.366982339947586,1,desktop,172.16.0.125,EU,0.0
